Year   Moose  Wolves
 1959  546   20
 1960  535   21
 1961  524   26
 1962  519   31
 1963  460   30
 1964  430   27
 1965  427   24
 1966  437   22
 1967  435   22
 1968  407   22
 1969  415   19
 1970  388   15
 1971  371   12
 1972  381   12
 1973  403   11
 1974  448    8
 1975  477    6
 1976  530    6
 1977  584    5
 1978  674    4
 1979  801    3
 1980  925    5
 1981 1079    7
 1982 1269    7
 1983 1449    6
 1984 1666    6
 1985 1914    5
 1986 2270    5
 1987 2281    5
 1988 2104    6
 1989 1990    8
 1990 1866    8
 1991 1727    8
 1992 1550    7
 1993 1329    8
 1994 1301    8
 1995 1641    8
 1996 1966    6
 1997 2280    8
 1998 2116    9
 1999 1941    7
 2000 1918    5
 2001 1932    4
 2002 1772    6
 2003 1529    6
 2004 1580    6
 2005 2009    8
 2006 2431    8
 2007 2221    8
 2008 1996    6
 2009 1935    5
 2010 1884    4
 2011 1862    4
 2012 1672    4
 2013 1744    4
 2014 2283    3
 2015 2188    3
 2016 1933    2
 2017 1852    1
 2018 1847    0
