Year   Moose  Wolves
 1959  714   20
 1960  793   21
 1961  821   27
 1962  890   28
 1963  889   29
 1964  908   32
 1965  876   30
 1966  934   31
 1967  969   31
 1968 1021   32
 1969 1102   34
 1970 1167   35
 1971 1213   34
 1972 1226   33
 1973 1334   30
 1974 1437   33
 1975 1598   28
 1976 1771   25
 1977 1937   23
 1978 2215   17
 1979 2111   16
 1980 1925   13
 1981 1806   11
 1982 1663   12
 1983 1514   11
 1984 1378   14
 1985 1351   14
 1986 1674   14
 1987 1965   13
 1988 2252   13
 1989 2085   12
 1990 1889   11
 1991 1826   10
 1992 1810    8
 1993 1636   10
 1994 1678    8
 1995 2104    7
 1996 1909    7
 1997 1647    7
 1998 1568    6
 1999 1533    6
 2000 1515    9
 2001 1585   10
 2002 1989    7
 2003 2422    7
 2004 2195    6
 2005 2041    6
 2006 1999    6
 2007 2001    4
 2008 2047    4
 2009 1883    3
 2010 1989    3
 2011 2574    4
 2012 2411    3
 2013 2199    2
 2014 2114    2
 2015 2056    2
 2016 2061    3
 2017 2027    4
 2018 1716    4
