Year   Moose  Wolves
 1959  601   20
 1960  604   23
 1961  623   26
 1962  589   28
 1963  612   27
 1964  566   28
 1965  529   29
 1966  512   26
 1967  473   25
 1968  415   24
 1969  380   18
 1970  353   15
 1971  334   11
 1972  346    9
 1973  368    8
 1974  397   10
 1975  430    8
 1976  476    6
 1977  537    6
 1978  601    6
 1979  678    7
 1980  757    8
 1981  868    8
 1982 1024    5
 1983 1224    5
 1984 1424    3
 1985 1675    3
 1986 1981    2
 1987 2362    2
 1988 2358    2
 1989 2180    2
 1990 2093    2
 1991 2014    1
 1992 1915    0
 1993 1737    0
 1994 1506    0
 1995 1604    0
 1996 2080    0
 1997 2559    0
 1998 2407    0
 1999 2236    0
 2000 2206    0
 2001 2239    0
 2002 2276    0
 2003 2065    0
 2004 1768    0
 2005 1442    0
 2006 1309    0
 2007 1221    0
 2008 1309    0
 2009 1695    0
 2010 2108    0
 2011 1968    0
 2012 1812    0
 2013 1805    0
 2014 1805    0
 2015 1813    0
 2016 1935    0
 2017 2552    0
 2018 2351    0
