Year   Moose  Wolves
 1959  620   20
 1960  665   19
 1961  694   19
 1962  693   20
 1963  778   18
 1964  856   15
 1965  934   14
 1966 1067   13
 1967 1235   12
 1968 1449   13
 1969 1636   10
 1970 1919    9
 1971 2322    7
 1972 2343    8
 1973 2177    7
 1974 2087    5
 1975 2026    5
 1976 1911    5
 1977 1727    4
 1978 1466    3
 1979 1510    2
 1980 1974    2
 1981 2435    2
 1982 2281    2
 1983 2085    1
 1984 2063    0
 1985 2067    0
 1986 2109    0
 1987 1915    0
 1988 1604    0
 1989 1309    0
 1990 1170    0
 1991 1077    0
 1992 1139    0
 1993 1486    0
 1994 1836    0
 1995 2197    0
 1996 2113    0
 1997 1970    0
 1998 1972    0
 1999 2057    0
 2000 1955    0
 2001 1793    0
 2002 1887    0
 2003 2453    0
 2004 2347    0
 2005 2100    0
 2006 2005    0
 2007 1982    0
 2008 1942    0
 2009 1979    0
 2010 2096    0
 2011 2751    0
 2012 2627    0
 2013 2395    0
 2014 2311    0
 2015 2322    0
 2016 2300    0
 2017 2334    0
 2018 2006    0
