Year   Moose  Wolves
 1959  682   20
 1960  753   19
 1961  784   19
 1962  822   24
 1963  836   23
 1964  904   20
 1965 1007   21
 1966 1113   19
 1967 1190   14
 1968 1364   12
 1969 1555   10
 1970 1850   13
 1971 2163   12
 1972 2048   11
 1973 1880    8
 1974 1804    9
 1975 1670   10
 1976 1568   10
 1977 1613   11
 1978 1998   11
 1979 2398   10
 1980 2239   10
 1981 2004    6
 1982 1918    7
 1983 1915    6
 1984 1886    5
 1985 1675    4
 1986 1719    7
 1987 2137    6
 1988 1947    5
 1989 1706    7
 1990 1619    7
 1991 1548    9
 1992 1506    9
 1993 1542    8
 1994 1940    8
 1995 2318    7
 1996 2079    8
 1997 1893    7
 1998 1854    5
 1999 1824    5
 2000 1851    5
 2001 1934    4
 2002 2459    4
 2003 2243    4
 2004 1984    3
 2005 1904    3
 2006 1886    3
 2007 1900    1
 2008 1906    1
 2009 2027    1
 2010 2628    1
 2011 2415    1
 2012 2188    1
 2013 2115    1
 2014 2114    0
 2015 2110    0
 2016 2080    0
 2017 1797    0
 2018 1399    0
