Year   Moose  Wolves
 1959  649   20
 1960  680   25
 1961  674   26
 1962  686   29
 1963  636   35
 1964  604   34
 1965  571   28
 1966  540   23
 1967  501   22
 1968  472   18
 1969  463   16
 1970  460   15
 1971  475   11
 1972  540    7
 1973  591    4
 1974  682    4
 1975  777    3
 1976  905    2
 1977 1057    2
 1978 1196    2
 1979 1424    2
 1980 1692    2
 1981 2008    1
 1982 2407    1
 1983 2391    1
 1984 2232    1
 1985 2186    0
 1986 2099    0
 1987 1964    0
 1988 1804    0
 1989 1576    0
 1990 1319    0
 1991 1394    0
 1992 1798    0
 1993 2220    0
 1994 2120    0
 1995 1956    0
 1996 1880    0
 1997 1877    0
 1998 1864    0
 1999 1721    0
 2000 1821    0
 2001 2366    0
 2002 2258    0
 2003 2048    0
 2004 1939    0
 2005 1909    0
 2006 1886    0
 2007 1865    0
 2008 1976    0
 2009 2586    0
 2010 2378    0
 2011 2142    0
 2012 2045    0
 2013 2039    0
 2014 2051    0
 2015 2047    0
 2016 1796    0
 2017 1904    0
 2018 2440    0
