Year   Moose  Wolves
 1959  579   20
 1960  638   21
 1961  620   21
 1962  639   22
 1963  682   27
 1964  640   26
 1965  666   25
 1966  680   25
 1967  708   27
 1968  758   26
 1969  761   19
 1970  840   15
 1971  904   13
 1972  991   13
 1973 1086   12
 1974 1241   12
 1975 1437   11
 1976 1676    9
 1977 1967    6
 1978 2275    5
 1979 2217    4
 1980 2063    4
 1981 1995    3
 1982 1901    3
 1983 1767    3
 1984 1580    3
 1985 1674    3
 1986 2162    3
 1987 2115    0
 1988 1902    0
 1989 1824    0
 1990 1839    0
 1991 1846    0
 1992 1846    0
 1993 1936    0
 1994 2556    0
 1995 2362    0
 1996 2129    0
 1997 2061    0
 1998 2042    0
 1999 2049    0
 2000 2046    0
 2001 1769    0
 2002 1837    0
 2003 2390    0
 2004 2341    0
 2005 2115    0
 2006 2035    0
 2007 2008    0
 2008 1978    0
 2009 2002    0
 2010 1714    0
 2011 1822    0
 2012 2398    0
 2013 2338    0
 2014 2086    0
 2015 1999    0
 2016 1969    0
 2017 1963    0
 2018 1957    0
