Year   Moose  Wolves
 1959  566   20
 1960  605   22
 1961  630   27
 1962  618   31
 1963  597   34
 1964  512   34
 1965  459   34
 1966  437   30
 1967  344   27
 1968  269   23
 1969  252   19
 1970  217   16
 1971  175   14
 1972  122   12
 1973   88    7
 1974   58    7
 1975   36    3
 1976   23    2
 1977   28    0
 1978   28    0
 1979   26    0
 1980   37    0
 1981   40    0
 1982   41    0
 1983   54    0
 1984   63    0
 1985   81    0
 1986  100    0
 1987  117    0
 1988  139    0
 1989  161    0
 1990  196    0
 1991  234    0
 1992  267    0
 1993  324    0
 1994  387    0
 1995  452    0
 1996  546    0
 1997  650    0
 1998  786    0
 1999  931    0
 2000 1124    0
 2001 1399    0
 2002 1672    0
 2003 2032    0
 2004 2443    0
 2005 2482    0
 2006 2337    0
 2007 2267    0
 2008 2209    0
 2009 2075    0
 2010 1894    0
 2011 1680    0
 2012 1364    0
 2013 1236    0
 2014 1333    0
 2015 1778    0
 2016 2195    0
 2017 2102    0
 2018 1912    0
