Year   Moose  Wolves
 1959  635   20
 1960  679   23
 1961  618   24
 1962  585   27
 1963  583   27
 1964  597   32
 1965  541   33
 1966  521   33
 1967  456   32
 1968  387   28
 1969  363   22
 1970  332   20
 1971  302   14
 1972  311   13
 1973  280   14
 1974  275   14
 1975  247   11
 1976  254    9
 1977  229    7
 1978  247    6
 1979  260    5
 1980  259    5
 1981  292    6
 1982  304    6
 1983  313    6
 1984  368    4
 1985  414    3
 1986  469    3
 1987  522    3
 1988  599    2
 1989  714    2
 1990  816    3
 1991  966    3
 1992 1153    2
 1993 1357    1
 1994 1616    1
 1995 1978    1
 1996 2359    1
 1997 2410    1
 1998 2288    1
 1999 2233    1
 2000 2169    1
 2001 2057    1
 2002 1888    1
 2003 1672    0
 2004 1361    0
 2005 1236    0
 2006 1303    0
 2007 1714    0
 2008 2096    0
 2009 2495    0
 2010 2402    0
 2011 2243    0
 2012 2215    0
 2013 2256    0
 2014 2107    0
 2015 1917    0
 2016 1702    0
 2017 1402    0
 2018 1271    0
