Year   Moose  Wolves
 1959  637   20
 1960  632   22
 1961  685   23
 1962  682   26
 1963  727   25
 1964  757   23
 1965  788   25
 1966  813   23
 1967  826   24
 1968  860   23
 1969  910   26
 1970  930   29
 1971  992   29
 1972 1041   27
 1973 1132   25
 1974 1197   23
 1975 1323   26
 1976 1404   29
 1977 1490   31
 1978 1693   31
 1979 1929   29
 1980 2173   25
 1981 2024   23
 1982 1826   23
 1983 1664   26
 1984 1521   26
 1985 1330   24
 1986 1166   23
 1987 1260   19
 1988 1344   19
 1989 1525   17
 1990 1727   15
 1991 1956   13
 1992 2222   11
 1993 2218    8
 1994 2051    6
 1995 1934    5
 1996 1809    6
 1997 1678    6
 1998 1488    5
 1999 1577    5
 2000 1966    5
 2001 2390    6
 2002 2167    4
 2003 1951    3
 2004 1899    3
 2005 1909    3
 2006 1906    3
 2007 1723    2
 2008 1811    2
 2009 2345    1
 2010 2163    1
 2011 1938    1
 2012 1884    1
 2013 1855    1
 2014 1843    1
 2015 1848    1
 2016 1979    0
 2017 2624    0
 2018 2479    0
