Year   Moose  Wolves
 1959  598   20
 1960  641   24
 1961  685   28
 1962  687   32
 1963  710   39
 1964  747   37
 1965  776   38
 1966  831   41
 1967  878   40
 1968  936   41
 1969 1026   48
 1970 1145   43
 1971 1146   39
 1972 1308   34
 1973 1518   31
 1974 1757   26
 1975 2060   23
 1976 2384   19
 1977 2370   15
 1978 2208   12
 1979 2128   14
 1980 2021    8
 1981 1897    6
 1982 1766    6
 1983 1575    4
 1984 1310    4
 1985 1387    4
 1986 1787    4
 1987 2210    4
 1988 2106    4
 1989 1957    3
 1990 1914    2
 1991 1900    1
 1992 1924    0
 1993 1799    0
 1994 1914    0
 1995 2597    0
 1996 2558    0
 1997 2306    0
 1998 2228    0
 1999 2231    0
 2000 2239    0
 2001 2274    0
 2002 2034    0
 2003 1664    0
 2004 1498    0
 2005 1395    0
 2006 1291    0
 2007 1385    0
 2008 1812    0
 2009 2272    0
 2010 2216    0
 2011 2068    0
 2012 1997    0
 2013 2005    0
 2014 2037    0
 2015 1919    0
 2016 2056    0
 2017 2722    0
 2018 2612    0
