Year   Moose  Wolves
 1959  609   20
 1960  613   20
 1961  608   19
 1962  626   18
 1963  592   22
 1964  572   26
 1965  539   26
 1966  520   25
 1967  463   22
 1968  410   18
 1969  443   18
 1970  432   19
 1971  406   17
 1972  400   14
 1973  438   14
 1974  475   12
 1975  478   12
 1976  529   13
 1977  567   11
 1978  639   10
 1979  726   10
 1980  803   13
 1981  930   10
 1982 1072   10
 1983 1254    7
 1984 1467    7
 1985 1723    8
 1986 2037    7
 1987 2413    5
 1988 2416    4
 1989 2244    3
 1990 2119    3
 1991 2016    2
 1992 1914    2
 1993 1737    2
 1994 1497    2
 1995 1201    0
 1996 1243    0
 1997 1679    0
 1998 2110    0
 1999 1959    0
 2000 1797    0
 2001 1742    0
 2002 1768    0
 2003 1820    0
 2004 1918    0
 2005 2496    0
 2006 2269    0
 2007 2036    0
 2008 1972    0
 2009 1945    0
 2010 1950    0
 2011 1958    0
 2012 2084    0
 2013 2714    0
 2014 2501    0
 2015 2243    0
 2016 2193    0
 2017 2180    0
 2018 2160    0
