Year   Moose  Wolves
 1959  732   20
 1960  832   19
 1961  919   17
 1962 1012   16
 1963 1127   17
 1964 1238   17
 1965 1380   16
 1966 1564   17
 1967 1787   17
 1968 2047   15
 1969 2343   11
 1970 2274   13
 1971 2049   12
 1972 1952   10
 1973 1797   10
 1974 1629   10
 1975 1443    9
 1976 1458    9
 1977 1783   12
 1978 2097   11
 1979 2398   11
 1980 2214    9
 1981 2020   11
 1982 1953   10
 1983 1925   12
 1984 1721   12
 1985 1478   12
 1986 1491   13
 1987 1889   12
 1988 2263   11
 1989 2057   11
 1990 1878   10
 1991 1803    9
 1992 1765    7
 1993 1731    5
 1994 1822    4
 1995 2360    4
 1996 2084    6
 1997 1813    4
 1998 1711    3
 1999 1727    3
 2000 1742    3
 2001 1868    3
 2002 2469    4
 2003 2277    4
 2004 2032    4
 2005 1950    4
 2006 1958    3
 2007 1936    4
 2008 1891    3
 2009 1969    3
 2010 2483    3
 2011 2204    2
 2012 1961    2
 2013 1857    2
 2014 1801    2
 2015 1793    2
 2016 1793    1
 2017 1886    0
 2018 2423    0
