Year   Moose  Wolves
 1959  751   20
 1960  839   20
 1961  969   20
 1962 1041   21
 1963 1174   27
 1964 1300   28
 1965 1445   29
 1966 1610   28
 1967 1894   27
 1968 2171   24
 1969 2127   26
 1970 1951   26
 1971 1865   26
 1972 1802   26
 1973 1625   27
 1974 1405   22
 1975 1377   20
 1976 1646   23
 1977 2027   22
 1978 2316   21
 1979 2139   22
 1980 1931   24
 1981 1859   27
 1982 1780   27
 1983 1524   26
 1984 1188   24
 1985 1183   25
 1986 1425   27
 1987 1675   27
 1988 1908   27
 1989 2142   25
 1990 2047   21
 1991 1882   23
 1992 1846   21
 1993 1653   24
 1994 1483   24
 1995 1500   23
 1996 1888   30
 1997 2191   31
 1998 1994   34
 1999 1772   34
 2000 1696   39
 2001 1582   35
 2002 1439   32
 2003 1316   31
 2004 1499   31
 2005 1727   30
 2006 1974   32
 2007 2196   31
 2008 2097   30
 2009 1968   29
 2010 1957   30
 2011 1796   26
 2012 1590   23
 2013 1634   21
 2014 2076   24
 2015 2452   23
 2016 2281   26
 2017 2049   28
 2018 1992   24
