Year   Moose  Wolves
 1959  785   20
 1960  870   22
 1961  899   24
 1962  924   26
 1963  920   27
 1964  963   26
 1965 1026   26
 1966 1086   23
 1967 1193   25
 1968 1257   26
 1969 1334   24
 1970 1500   25
 1971 1652   24
 1972 1895   24
 1973 2163   25
 1974 2076   19
 1975 1879   16
 1976 1754   24
 1977 1566   24
 1978 1410   24
 1979 1368   24
 1980 1645   26
 1981 1836   25
 1982 2070   29
 1983 2301   29
 1984 2124   26
 1985 1916   28
 1986 1863   30
 1987 1600   27
 1988 1251   23
 1989 1000   20
 1990  899   17
 1991 1069   13
 1992 1261   13
 1993 1402   10
 1994 1606   10
 1995 1807   10
 1996 2072   10
 1997 2453   12
 1998 2329   10
 1999 2090   12
 2000 1957   13
 2001 1827   14
 2002 1657   14
 2003 1467   14
 2004 1444   13
 2005 1839   15
 2006 2179   14
 2007 1989   13
 2008 1760   12
 2009 1666   10
 2010 1598    9
 2011 1586    6
 2012 1633    6
 2013 2082    6
 2014 2519    4
 2015 2248    4
 2016 2049    3
 2017 2012    2
 2018 2006    2
