Year   Moose  Wolves
 1959  654   20
 1960  681   22
 1961  664   24
 1962  675   27
 1963  673   30
 1964  716   33
 1965  672   32
 1966  661   31
 1967  631   30
 1968  640   30
 1969  633   30
 1970  620   31
 1971  523   27
 1972  498   24
 1973  453   18
 1974  475   15
 1975  530   13
 1976  566    8
 1977  630    8
 1978  722    7
 1979  809    6
 1980  917    6
 1981 1040    4
 1982 1252    2
 1983 1491    2
 1984 1763    2
 1985 2124    0
 1986 2150    0
 1987 2024    0
 1988 1979    0
 1989 1937    0
 1990 1808    0
 1991 1675    0
 1992 1784    0
 1993 2315    0
 1994 2188    0
 1995 1956    0
 1996 1835    0
 1997 1848    0
 1998 1876    0
 1999 1865    0
 2000 1976    0
 2001 2585    0
 2002 2407    0
 2003 2198    0
 2004 2134    0
 2005 2123    0
 2006 2134    0
 2007 2107    0
 2008 1809    0
 2009 1390    0
 2010 1263    0
 2011 1163    0
 2012 1073    0
 2013 1150    0
 2014 1460    0
 2015 1817    0
 2016 2135    0
 2017 2078    0
 2018 1953    0
