Year   Moose  Wolves
 1959  605   20
 1960  632   18
 1961  636   20
 1962  634   19
 1963  655   19
 1964  657   19
 1965  728   17
 1966  774   14
 1967  840   12
 1968  922    8
 1969 1062    6
 1970 1225    5
 1971 1483    2
 1972 1720    1
 1973 2045    0
 1974 2477    0
 1975 2515    0
 1976 2340    0
 1977 2262    0
 1978 2207    0
 1979 2103    0
 1980 1942    0
 1981 1730    0
 1982 1438    0
 1983 1280    0
 1984 1222    0
 1985 1290    0
 1986 1692    0
 1987 2100    0
 1988 2497    0
 1989 2401    0
 1990 2258    0
 1991 2258    0
 1992 2286    0
 1993 2147    0
 1994 1904    0
 1995 1658    0
 1996 1350    0
 1997 1226    0
 1998 1134    0
 1999 1181    0
 2000 1478    0
 2001 1832    0
 2002 2161    0
 2003 2069    0
 2004 1915    0
 2005 1885    0
 2006 1926    0
 2007 1858    0
 2008 1979    0
 2009 2548    0
 2010 2351    0
 2011 2131    0
 2012 2045    0
 2013 2064    0
 2014 2049    0
 2015 2032    0
 2016 1761    0
 2017 1834    0
 2018 2411    0
