Year   Moose  Wolves
 1959  704   20
 1960  712   19
 1961  759   19
 1962  825   24
 1963  846   25
 1964  871   27
 1965  952   28
 1966 1012   32
 1967 1039   32
 1968 1110   33
 1969 1200   36
 1970 1257   38
 1971 1382   34
 1972 1548   38
 1973 1723   39
 1974 1877   44
 1975 2054   45
 1976 2188   45
 1977 2001   48
 1978 1686   43
 1979 1493   43
 1980 1178   41
 1981  852   39
 1982  573   35
 1983  404   30
 1984  387   26
 1985  343   23
 1986  344   20
 1987  319   13
 1988  337    9
 1989  335    8
 1990  351    8
 1991  382    9
 1992  394    6
 1993  464    6
 1994  538    5
 1995  618    4
 1996  730    4
 1997  861    4
 1998 1018    4
 1999 1206    2
 2000 1424    2
 2001 1721    2
 2002 2085    1
 2003 2479    1
 2004 2529    1
 2005 2376    0
 2006 2287    0
 2007 2228    0
 2008 2093    0
 2009 1891    0
 2010 1679    0
 2011 1376    0
 2012 1219    0
 2013 1318    0
 2014 1748    0
 2015 2122    0
 2016 2014    0
 2017 1871    0
 2018 1823    0
