Year   Moose  Wolves
 1959  725   20
 1960  813   20
 1961  874   20
 1962  904   21
 1963  973   22
 1964  970   23
 1965 1093   24
 1966 1226   17
 1967 1362   16
 1968 1512   20
 1969 1719   21
 1970 2000   19
 1971 2248   19
 1972 2199   18
 1973 1974   20
 1974 1855   20
 1975 1722   23
 1976 1499   21
 1977 1195   21
 1978 1053   21
 1979 1194   22
 1980 1395   19
 1981 1603   15
 1982 1802   13
 1983 2054   12
 1984 2355   11
 1985 2361   10
 1986 2183    9
 1987 1983    9
 1988 1794    9
 1989 1668    8
 1990 1467    6
 1991 1263    6
 1992 1279    7
 1993 1604    7
 1994 1958    7
 1995 2295    8
 1996 2109    7
 1997 1950    4
 1998 1913    3
 1999 1948    2
 2000 1827    2
 2001 1631    2
 2002 1738    2
 2003 2220    1
 2004 2142    1
 2005 1952    1
 2006 1836    1
 2007 1764    1
 2008 1746    1
 2009 1731    0
 2010 1821    0
 2011 2347    0
 2012 2158    0
 2013 1925    0
 2014 1885    0
 2015 1860    0
 2016 1860    0
 2017 1876    0
 2018 1989    0
