Year   Moose  Wolves
 1959  711   20
 1960  721   20
 1961  728   19
 1962  750   19
 1963  788   21
 1964  803   22
 1965  811   23
 1966  863   21
 1967  892   24
 1968  975   22
 1969 1134   19
 1970 1272   18
 1971 1421   19
 1972 1626   16
 1973 1912   11
 1974 2246   12
 1975 2208   12
 1976 2031   10
 1977 1900    5
 1978 1842    4
 1979 1772    5
 1980 1583    5
 1981 1662    4
 1982 2115    3
 1983 2004    2
 1984 1818    2
 1985 1720    1
 1986 1688    1
 1987 1703    1
 1988 1832    1
 1989 2358    1
 1990 2193    1
 1991 1985    0
 1992 1922    0
 1993 1925    0
 1994 1924    0
 1995 1940    0
 1996 2041    0
 1997 2689    0
 1998 2501    0
 1999 2295    0
 2000 2218    0
 2001 2194    0
 2002 2201    0
 2003 2223    0
 2004 1935    0
 2005 1492    0
 2006 1335    0
 2007 1245    0
 2008 1205    0
 2009 1295    0
 2010 1738    0
 2011 2163    0
 2012 2046    0
 2013 1905    0
 2014 1876    0
 2015 1892    0
 2016 1906    0
 2017 2018    0
 2018 2720    0
