Year   Moose  Wolves
 1959  678   20
 1960  715   24
 1961  726   28
 1962  789   32
 1963  847   34
 1964  841   34
 1965  869   33
 1966  943   34
 1967  927   28
 1968 1041   27
 1969 1187   26
 1970 1304   26
 1971 1384   23
 1972 1635   24
 1973 1905   22
 1974 2173   21
 1975 2105   23
 1976 1858   20
 1977 1755   19
 1978 1558   19
 1979 1356   18
 1980 1127   14
 1981 1063   14
 1982 1267   13
 1983 1468   13
 1984 1659   12
 1985 1939   10
 1986 2230    6
 1987 2190    7
 1988 2096    6
 1989 1959    3
 1990 1831    3
 1991 1713    2
 1992 1552    2
 1993 1652    2
 1994 2176    2
 1995 2079    2
 1996 1871    1
 1997 1814    1
 1998 1810    1
 1999 1808    1
 2000 1914    0
 2001 2512    0
 2002 2366    0
 2003 2160    0
 2004 2101    0
 2005 2068    0
 2006 2095    0
 2007 2104    0
 2008 1818    0
 2009 1386    0
 2010 1227    0
 2011 1127    0
 2012 1062    0
 2013 1124    0
 2014 1478    0
 2015 1835    0
 2016 2174    0
 2017 2130    0
 2018 1997    0
