Year   Moose  Wolves
 1959  603   20
 1960  613   19
 1961  616   19
 1962  670   21
 1963  710   23
 1964  751   25
 1965  815   27
 1966  905   26
 1967  960   21
 1968 1079   17
 1969 1181   16
 1970 1329   19
 1971 1528   17
 1972 1755   13
 1973 2025   10
 1974 2359   11
 1975 2372   11
 1976 2161   10
 1977 2000    9
 1978 1843   10
 1979 1690   10
 1980 1523    9
 1981 1298    9
 1982 1307    9
 1983 1617    9
 1984 1924    9
 1985 2224    9
 1986 2021    7
 1987 1853    6
 1988 1829    4
 1989 1876    4
 1990 1739    2
 1991 1823    2
 1992 2356    2
 1993 2255    2
 1994 2016    2
 1995 1932    2
 1996 1894    2
 1997 1884    2
 1998 1851    2
 1999 1968    2
 2000 2493    1
 2001 2283    0
 2002 2077    0
 2003 2016    0
 2004 2024    0
 2005 2046    0
 2006 2039    0
 2007 2131    0
 2008 2012    0
 2009 1762    0
 2010 1623    0
 2011 1589    0
 2012 1537    0
 2013 1630    0
 2014 2219    0
 2015 2046    0
 2016 1833    0
 2017 1784    0
 2018 1793    0
