Year   Moose  Wolves
 1959  733   20
 1960  795   21
 1961  781   20
 1962  814   20
 1963  864   22
 1964  948   21
 1965 1040   19
 1966 1140   21
 1967 1228   18
 1968 1341   12
 1969 1525    9
 1970 1805    7
 1971 2104    7
 1972 2053    5
 1973 1922    5
 1974 1827    6
 1975 1753    6
 1976 1629    5
 1977 1667    4
 1978 2194    4
 1979 2059    4
 1980 1799    4
 1981 1711    4
 1982 1709    3
 1983 1740    2
 1984 1845    2
 1985 2366    1
 1986 2197    0
 1987 1948    0
 1988 1892    0
 1989 1866    0
 1990 1867    0
 1991 1844    0
 1992 1946    0
 1993 2477    0
 1994 2285    0
 1995 2031    0
 1996 1974    0
 1997 1988    0
 1998 2004    0
 1999 2031    0
 2000 2146    0
 2001 2018    0
 2002 1814    0
 2003 1690    0
 2004 1624    0
 2005 1588    0
 2006 1702    0
 2007 2241    0
 2008 2088    0
 2009 1860    0
 2010 1795    0
 2011 1795    0
 2012 1786    0
 2013 1923    0
 2014 2527    0
 2015 2325    0
 2016 2116    0
 2017 2065    0
 2018 2091    0
