Year   Moose  Wolves
 1959  639   20
 1960  645   21
 1961  674   23
 1962  693   28
 1963  711   30
 1964  712   30
 1965  646   31
 1966  611   26
 1967  653   25
 1968  593   25
 1969  557   25
 1970  594   21
 1971  598   19
 1972  664   14
 1973  740   11
 1974  822    7
 1975  936    6
 1976 1069    6
 1977 1245    4
 1978 1477    3
 1979 1752    2
 1980 2058    1
 1981 2448    1
 1982 2411    0
 1983 2255    0
 1984 2182    0
 1985 2113    0
 1986 2022    0
 1987 1840    0
 1988 1656    0
 1989 1364    0
 1990 1279    0
 1991 1380    0
 1992 1824    0
 1993 2247    0
 1994 2206    0
 1995 2028    0
 1996 1959    0
 1997 1973    0
 1998 1982    0
 1999 1798    0
 2000 1904    0
 2001 2451    0
 2002 2318    0
 2003 2111    0
 2004 2026    0
 2005 2019    0
 2006 2020    0
 2007 2039    0
 2008 1796    0
 2009 1890    0
 2010 2474    0
 2011 2412    0
 2012 2175    0
 2013 2042    0
 2014 2045    0
 2015 1982    0
 2016 1985    0
 2017 1697    0
 2018 1780    0
