Year   Moose  Wolves
 1959  707   20
 1960  696   20
 1961  747   23
 1962  802   24
 1963  817   22
 1964  853   25
 1965  876   21
 1966  937   22
 1967  946   20
 1968 1059   19
 1969 1122   20
 1970 1173   16
 1971 1323   16
 1972 1508   15
 1973 1735   14
 1974 1969   14
 1975 2301   11
 1976 2234   10
 1977 2074   10
 1978 1979    9
 1979 1826    9
 1980 1688    8
 1981 1465   10
 1982 1470   12
 1983 1827   11
 1984 2189   11
 1985 2005   12
 1986 1804   13
 1987 1709   12
 1988 1688   10
 1989 1616    9
 1990 1640    8
 1991 2091    9
 1992 2534    7
 1993 2323    5
 1994 2114    5
 1995 2079    4
 1996 2129    2
 1997 2164    1
 1998 1956    1
 1999 1664    1
 2000 1360    1
 2001 1220    1
 2002 1152    1
 2003 1218    1
 2004 1577    1
 2005 1943    0
 2006 2320    0
 2007 2254    0
 2008 2104    0
 2009 2061    0
 2010 2096    0
 2011 1982    0
 2012 1786    0
 2013 1588    0
 2014 1663    0
 2015 2187    0
 2016 2163    0
 2017 1943    0
 2018 1804    0
