Year   Moose  Wolves
 1959  763   20
 1960  797   20
 1961  824   20
 1962  860   21
 1963  895   21
 1964  961   22
 1965 1050   23
 1966 1165   20
 1967 1278   19
 1968 1373   18
 1969 1526   20
 1970 1721   16
 1971 1999   14
 1972 2322   13
 1973 2228    9
 1974 2030   11
 1975 1974    8
 1976 1850    6
 1977 1729    6
 1978 1542    6
 1979 1603    4
 1980 2081    3
 1981 2572    3
 1982 2349    2
 1983 2168    2
 1984 2114    1
 1985 2121    1
 1986 2135    0
 1987 1898    0
 1988 1568    0
 1989 1294    0
 1990 1154    0
 1991 1076    0
 1992 1139    0
 1993 1493    0
 1994 1849    0
 1995 2171    0
 1996 2089    0
 1997 1963    0
 1998 1918    0
 1999 1934    0
 2000 1855    0
 2001 1978    0
 2002 2560    0
 2003 2379    0
 2004 2146    0
 2005 2057    0
 2006 2052    0
 2007 2009    0
 2008 1970    0
 2009 1705    0
 2010 1799    0
 2011 2303    0
 2012 2224    0
 2013 2021    0
 2014 1908    0
 2015 1871    0
 2016 1880    0
 2017 1900    0
 2018 2020    0
