Year   Moose  Wolves
 1959  721   20
 1960  774   24
 1961  794   30
 1962  816   36
 1963  755   37
 1964  678   34
 1965  625   30
 1966  690   25
 1967  680   26
 1968  708   27
 1969  744   26
 1970  721   22
 1971  755   21
 1972  751   17
 1973  829   14
 1974  938   12
 1975 1106   11
 1976 1266   10
 1977 1457    9
 1978 1705    9
 1979 1998    6
 1980 2376    6
 1981 2358    6
 1982 2187    5
 1983 2109    4
 1984 2035    3
 1985 1952    3
 1986 1779    2
 1987 1555    2
 1988 1265    1
 1989 1323    1
 1990 1743    0
 1991 2109    0
 1992 2000    0
 1993 1826    0
 1994 1768    0
 1995 1753    0
 1996 1783    0
 1997 1908    0
 1998 2457    0
 1999 2274    0
 2000 2073    0
 2001 2004    0
 2002 1997    0
 2003 2001    0
 2004 2006    0
 2005 2115    0
 2006 2035    0
 2007 1783    0
 2008 1672    0
 2009 1617    0
 2010 1593    0
 2011 1688    0
 2012 2267    0
 2013 2107    0
 2014 1899    0
 2015 1866    0
 2016 1861    0
 2017 1840    0
 2018 1882    0
