Year   Moose  Wolves
 1959  670   20
 1960  731   19
 1961  729   18
 1962  723   18
 1963  744   19
 1964  762   18
 1965  819   15
 1966  915   15
 1967  998    9
 1968 1170    8
 1969 1334    6
 1970 1567    7
 1971 1773    7
 1972 2110    6
 1973 2115    4
 1974 1995    4
 1975 1885    4
 1976 1782    3
 1977 1660    2
 1978 1529    2
 1979 1613    0
 1980 2055    0
 1981 2539    0
 1982 2315    0
 1983 2128    0
 1984 2071    0
 1985 2072    0
 1986 2139    0
 1987 1936    0
 1988 1668    0
 1989 1347    0
 1990 1212    0
 1991 1165    0
 1992 1256    0
 1993 1618    0
 1994 2003    0
 1995 2371    0
 1996 2314    0
 1997 2183    0
 1998 2169    0
 1999 2175    0
 2000 2065    0
 2001 1860    0
 2002 1664    0
 2003 1349    0
 2004 1209    0
 2005 1312    0
 2006 1739    0
 2007 2163    0
 2008 2084    0
 2009 1907    0
 2010 1861    0
 2011 1843    0
 2012 1878    0
 2013 2006    0
 2014 2615    0
 2015 2396    0
 2016 2161    0
 2017 2076    0
 2018 2089    0
