Year   Moose  Wolves
 1959  627   20
 1960  675   22
 1961  658   23
 1962  684   27
 1963  728   28
 1964  700   30
 1965  682   31
 1966  676   27
 1967  621   25
 1968  647   23
 1969  683   26
 1970  684   27
 1971  748   22
 1972  814   20
 1973  911   25
 1974 1013   20
 1975 1068   20
 1976 1131   18
 1977 1252   14
 1978 1424   18
 1979 1637   18
 1980 1945   14
 1981 2223   13
 1982 2174   12
 1983 2012   13
 1984 1939   10
 1985 1814    9
 1986 1677   11
 1987 1455   16
 1988 1451   18
 1989 1780   16
 1990 2177   17
 1991 1959   16
 1992 1798   16
 1993 1684   16
 1994 1592   16
 1995 1546   18
 1996 1507   20
 1997 1793   22
 1998 2029   22
 1999 2336   24
 2000 2099   25
 2001 1892   23
 2002 1822   20
 2003 1705   18
 2004 1509   18
 2005 1453   17
 2006 1817   14
 2007 2164   12
 2008 1851   10
 2009 1662   10
 2010 1631    9
 2011 1625    9
 2012 1600    6
 2013 1624    4
 2014 2149    6
 2015 1919    7
 2016 1672    7
 2017 1606    7
 2018 1586    9
