Year   Moose  Wolves
 1959  717   20
 1960  743   19
 1961  772   19
 1962  834   21
 1963  921   21
 1964  990   20
 1965 1062   20
 1966 1225   18
 1967 1435   20
 1968 1655   19
 1969 1903   22
 1970 2240   18
 1971 2173   16
 1972 2008   16
 1973 1904   18
 1974 1794   17
 1975 1615   14
 1976 1431   13
 1977 1392   11
 1978 1710   10
 1979 2057    9
 1980 2434   10
 1981 2233   10
 1982 2064    9
 1983 2026   10
 1984 2010    7
 1985 1857    7
 1986 1640    9
 1987 1650   10
 1988 2103    9
 1989 1910    9
 1990 1667    9
 1991 1574    9
 1992 1510    9
 1993 1413   11
 1994 1450   10
 1995 1877   10
 1996 2289   10
 1997 2056    9
 1998 1906    8
 1999 1837   10
 2000 1803   10
 2001 1826    9
 2002 1840    7
 2003 2371    6
 2004 2110    4
 2005 1843    4
 2006 1748    3
 2007 1734    3
 2008 1744    3
 2009 1742    3
 2010 1813    2
 2011 2316    2
 2012 2115    2
 2013 1894    2
 2014 1850    2
 2015 1819    2
 2016 1811    1
 2017 1801    1
 2018 1912    0
