Year   Moose  Wolves
 1959  595   20
 1960  593   22
 1961  594   22
 1962  576   20
 1963  573   23
 1964  565   21
 1965  577   18
 1966  588   15
 1967  616   17
 1968  630   15
 1969  671   16
 1970  697   16
 1971  778   15
 1972  861   14
 1973  956   14
 1974 1062   16
 1975 1218   19
 1976 1312   20
 1977 1411   23
 1978 1538   24
 1979 1766   23
 1980 1986   25
 1981 2232   23
 1982 2065   24
 1983 1814   27
 1984 1656   28
 1985 1488   27
 1986 1235   22
 1987 1215   17
 1988 1439   14
 1989 1666   14
 1990 1927   11
 1991 2250   10
 1992 2090   10
 1993 1945    9
 1994 1941    8
 1995 1812    6
 1996 1645    4
 1997 1731    4
 1998 2236    4
 1999 2063    3
 2000 1851    2
 2001 1804    2
 2002 1776    2
 2003 1755    1
 2004 1873    0
 2005 2461    0
 2006 2273    0
 2007 2041    0
 2008 1983    0
 2009 1992    0
 2010 2013    0
 2011 2053    0
 2012 2212    0
 2013 2081    0
 2014 1882    0
 2015 1771    0
 2016 1741    0
 2017 1707    0
 2018 1851    0
