Year   Moose  Wolves
 1959  633   20
 1960  694   20
 1961  740   20
 1962  827   20
 1963  921   21
 1964 1057   24
 1965 1170   27
 1966 1312   25
 1967 1462   27
 1968 1691   25
 1969 2006   27
 1970 2344   25
 1971 2219   28
 1972 2007   30
 1973 1853   32
 1974 1624   34
 1975 1340   34
 1976 1019   33
 1977  760   28
 1978  782   26
 1979  878   26
 1980  951   23
 1981 1061   21
 1982 1146   21
 1983 1286   21
 1984 1432   21
 1985 1609   22
 1986 1874   21
 1987 2188   21
 1988 2166   18
 1989 1995   20
 1990 1906   20
 1991 1809   20
 1992 1700   20
 1993 1558   20
 1994 1594   19
 1995 1992   14
 1996 2400   11
 1997 2260    8
 1998 2045    6
 1999 1962    5
 2000 1965    3
 2001 2019    1
 2002 1897    1
 2003 2045    1
 2004 2732    1
 2005 2643    0
 2006 2445    0
 2007 2377    0
 2008 2379    0
 2009 2364    0
 2010 2411    0
 2011 2143    0
 2012 1739    0
 2013 1537    0
 2014 1447    0
 2015 1356    0
 2016 1254    0
 2017 1336    0
 2018 1742    0
