Year   Moose  Wolves
 1959  708   20
 1960  750   21
 1961  802   23
 1962  875   20
 1963  936   20
 1964 1043   19
 1965 1180   20
 1966 1287   20
 1967 1490   20
 1968 1731   18
 1969 1969   16
 1970 2345   14
 1971 2333   12
 1972 2130   16
 1973 2071   15
 1974 1904   15
 1975 1746   17
 1976 1549   16
 1977 1258   13
 1978 1236   12
 1979 1527   12
 1980 1850   16
 1981 2136   17
 1982 1946   19
 1983 1760   15
 1984 1719   14
 1985 1713   13
 1986 1527   14
 1987 1577   17
 1988 1944   18
 1989 2250   15
 1990 2026   16
 1991 1811   17
 1992 1733   19
 1993 1631   20
 1994 1549   19
 1995 1545   18
 1996 1852   17
 1997 2209   18
 1998 1935   15
 1999 1674   14
 2000 1618   14
 2001 1596   14
 2002 1508   15
 2003 1546   14
 2004 1998   13
 2005 2376   12
 2006 2126   13
 2007 1911   12
 2008 1866   12
 2009 1867    9
 2010 1832    8
 2011 1623    9
 2012 1638   11
 2013 2074    9
 2014 2527    7
 2015 2329    9
 2016 2121    8
 2017 2063    8
 2018 2048    9
