Year   Moose  Wolves
 1959  658   20
 1960  720   21
 1961  686   21
 1962  742   21
 1963  766   22
 1964  782   24
 1965  788   24
 1966  813   23
 1967  850   21
 1968  981   20
 1969 1096   19
 1970 1196   19
 1971 1361   19
 1972 1591   20
 1973 1823   21
 1974 2057   21
 1975 2394   25
 1976 2351   25
 1977 2100   24
 1978 1933   24
 1979 1724   25
 1980 1554   27
 1981 1222   22
 1982 1138   21
 1983 1381   20
 1984 1577   19
 1985 1762   18
 1986 2024   18
 1987 2301   18
 1988 2246   18
 1989 2115   19
 1990 1908   22
 1991 1715   20
 1992 1467   21
 1993 1226   27
 1994  916   28
 1995  843   27
 1996  938   24
 1997 1031   22
 1998 1141   20
 1999 1209   18
 2000 1342   16
 2001 1500   17
 2002 1692   19
 2003 1925   19
 2004 2177   17
 2005 2185   18
 2006 1993   17
 2007 1886   15
 2008 1727   15
 2009 1589   16
 2010 1369   20
 2011 1375   18
 2012 1629   17
 2013 1902   13
 2014 2192   12
 2015 2026   10
 2016 1829   10
 2017 1799    9
 2018 1781   10
