Year   Moose  Wolves
 1959  748   20
 1960  766   23
 1961  781   25
 1962  758   28
 1963  819   27
 1964  848   25
 1965  906   25
 1966  884   27
 1967  941   24
 1968 1006   24
 1969 1028   22
 1970 1094   22
 1971 1153   16
 1972 1323   14
 1973 1530   13
 1974 1773   13
 1975 2068   13
 1976 2442   14
 1977 2344   13
 1978 2166   10
 1979 2045   12
 1980 1918   13
 1981 1767    9
 1982 1573    8
 1983 1340    8
 1984 1346    6
 1985 1696    6
 1986 2029    4
 1987 2328    5
 1988 2117    3
 1989 1952    3
 1990 1933    2
 1991 1976    2
 1992 1843    2
 1993 1630    2
 1994 1712    2
 1995 2255    2
 1996 2123    2
 1997 1916    2
 1998 1855    0
 1999 1834    0
 2000 1785    0
 2001 1791    0
 2002 1879    0
 2003 2456    0
 2004 2284    0
 2005 2092    0
 2006 1987    0
 2007 1969    0
 2008 1946    0
 2009 1935    0
 2010 2066    0
 2011 2730    0
 2012 2547    0
 2013 2283    0
 2014 2218    0
 2015 2248    0
 2016 2285    0
 2017 2295    0
 2018 1955    0
