Year   Moose  Wolves
 1959  603   20
 1960  628   21
 1961  665   22
 1962  664   23
 1963  635   26
 1964  652   30
 1965  612   32
 1966  583   29
 1967  546   27
 1968  524   25
 1969  476   21
 1970  441   19
 1971  486   19
 1972  478   16
 1973  480   13
 1974  507    9
 1975  569    8
 1976  646    7
 1977  750    6
 1978  860    5
 1979 1008    5
 1980 1189    6
 1981 1397    5
 1982 1652    3
 1983 1952    3
 1984 2308    3
 1985 2326    3
 1986 2164    2
 1987 2093    1
 1988 2031    1
 1989 1916    1
 1990 1762    1
 1991 1534    0
 1992 1611    0
 1993 2111    0
 1994 2089    0
 1995 1853    0
 1996 1761    0
 1997 1710    0
 1998 1699    0
 1999 1833    0
 2000 2401    0
 2001 2176    0
 2002 1964    0
 2003 1912    0
 2004 1939    0
 2005 1932    0
 2006 1914    0
 2007 2048    0
 2008 2662    0
 2009 2469    0
 2010 2203    0
 2011 2099    0
 2012 2113    0
 2013 2092    0
 2014 2081    0
 2015 1782    0
 2016 1367    0
 2017 1195    0
 2018 1255    0
