Year   Moose  Wolves
 1959  528   20
 1960  581   21
 1961  580   24
 1962  558   27
 1963  567   29
 1964  561   31
 1965  546   26
 1966  511   27
 1967  455   24
 1968  422   20
 1969  385   18
 1970  372   15
 1971  356   14
 1972  368   10
 1973  396    6
 1974  435    6
 1975  504    4
 1976  594    3
 1977  681    2
 1978  802    2
 1979  942    1
 1980 1124    1
 1981 1306    1
 1982 1537    1
 1983 1822    0
 1984 2165    0
 1985 2140    0
 1986 1998    0
 1987 1921    0
 1988 1858    0
 1989 1782    0
 1990 1629    0
 1991 1729    0
 1992 2275    0
 1993 2165    0
 1994 1961    0
 1995 1875    0
 1996 1850    0
 1997 1861    0
 1998 1851    0
 1999 1955    0
 2000 2553    0
 2001 2450    0
 2002 2206    0
 2003 2130    0
 2004 2100    0
 2005 2131    0
 2006 2140    0
 2007 1889    0
 2008 1485    0
 2009 1324    0
 2010 1251    0
 2011 1166    0
 2012 1241    0
 2013 1624    0
 2014 2039    0
 2015 2397    0
 2016 2302    0
 2017 2171    0
 2018 2165    0
