Year   Moose  Wolves
 1959  625   20
 1960  617   20
 1961  664   20
 1962  702   22
 1963  780   22
 1964  816   20
 1965  887   19
 1966  958   17
 1967 1062   16
 1968 1171   18
 1969 1251   18
 1970 1432   16
 1971 1616   13
 1972 1878   13
 1973 2146   11
 1974 2094    8
 1975 1926    6
 1976 1822    5
 1977 1707    5
 1978 1590    5
 1979 1638    3
 1980 2159    1
 1981 1956    1
 1982 1761    1
 1983 1702    1
 1984 1727    1
 1985 1741    1
 1986 1861    1
 1987 2374    1
 1988 2177    1
 1989 1951    0
 1990 1899    0
 1991 1895    0
 1992 1880    0
 1993 1881    0
 1994 1976    0
 1995 2558    0
 1996 2404    0
 1997 2150    0
 1998 2048    0
 1999 2086    0
 2000 2093    0
 2001 2093    0
 2002 1835    0
 2003 1950    0
 2004 2532    0
 2005 2547    0
 2006 2312    0
 2007 2225    0
 2008 2225    0
 2009 2209    0
 2010 2174    0
 2011 1888    0
 2012 1461    0
 2013 1289    0
 2014 1194    0
 2015 1088    0
 2016 1146    0
 2017 1471    0
 2018 1814    0
