Year   Moose  Wolves
 1959  576   20
 1960  596   20
 1961  647   22
 1962  681   24
 1963  662   26
 1964  718   30
 1965  712   35
 1966  741   33
 1967  738   31
 1968  733   33
 1969  787   32
 1970  722   29
 1971  776   26
 1972  807   24
 1973  851   20
 1974  975   24
 1975 1012   21
 1976 1131   21
 1977 1287   21
 1978 1431   20
 1979 1677   16
 1980 1898   18
 1981 2232   17
 1982 2165   21
 1983 1944   18
 1984 1795   16
 1985 1674   15
 1986 1509   12
 1987 1328   10
 1988 1355    9
 1989 1733    7
 1990 2083    7
 1991 2380    7
 1992 2244    7
 1993 2099    3
 1994 2060    3
 1995 2079    3
 1996 1912    4
 1997 1678    3
 1998 1744    2
 1999 2278    2
 2000 2113    3
 2001 1930    5
 2002 1845    6
 2003 1802    7
 2004 1753    7
 2005 1732    7
 2006 1797    7
 2007 2227    9
 2008 2011    7
 2009 1767    7
 2010 1664    6
 2011 1626    5
 2012 1575    7
 2013 1611    6
 2014 2073    5
 2015 2586    4
 2016 2335    6
 2017 2139    6
 2018 2118    5
