Year   Moose  Wolves
 1959  692   20
 1960  758   23
 1961  785   20
 1962  809   18
 1963  890   17
 1964  978   17
 1965 1096   15
 1966 1222   15
 1967 1352   12
 1968 1528    9
 1969 1817    7
 1970 2188    6
 1971 2167    5
 1972 1979    4
 1973 1929    4
 1974 1855    4
 1975 1758    4
 1976 1585    3
 1977 1683    3
 1978 2179    3
 1979 2055    3
 1980 1818    1
 1981 1762    1
 1982 1732    1
 1983 1723    1
 1984 1844    0
 1985 2395    0
 1986 2160    0
 1987 1940    0
 1988 1869    0
 1989 1880    0
 1990 1871    0
 1991 1868    0
 1992 1983    0
 1993 2601    0
 1994 2445    0
 1995 2254    0
 1996 2156    0
 1997 2167    0
 1998 2201    0
 1999 2204    0
 2000 1897    0
 2001 1442    0
 2002 1288    0
 2003 1219    0
 2004 1105    0
 2005 1158    0
 2006 1512    0
 2007 1845    0
 2008 2192    0
 2009 2076    0
 2010 1960    0
 2011 1918    0
 2012 1969    0
 2013 1845    0
 2014 1972    0
 2015 2578    0
 2016 2386    0
 2017 2163    0
 2018 2113    0
