Year   Moose  Wolves
 1959  720   20
 1960  780   20
 1961  763   20
 1962  776   19
 1963  854   19
 1964  858   16
 1965  946   15
 1966 1047   14
 1967 1188   15
 1968 1298   13
 1969 1506   12
 1970 1725   16
 1971 1944   16
 1972 2191   11
 1973 2228   11
 1974 2050   12
 1975 1946   12
 1976 1761   12
 1977 1531   17
 1978 1305   16
 1979 1272   15
 1980 1574   16
 1981 1745   14
 1982 2022   13
 1983 2348   11
 1984 2224   11
 1985 2061   13
 1986 2020   14
 1987 1860   14
 1988 1623   12
 1989 1389   14
 1990 1357   13
 1991 1673   11
 1992 1938   11
 1993 2220   11
 1994 2034   13
 1995 1829   12
 1996 1773    6
 1997 1775    6
 1998 1603    6
 1999 1652    6
 2000 2122    7
 2001 1918    7
 2002 1693    6
 2003 1612    6
 2004 1536    6
 2005 1522    4
 2006 1614    2
 2007 2127    4
 2008 2005    4
 2009 1786    4
 2010 1687    3
 2011 1700    2
 2012 1713    1
 2013 1822    1
 2014 2428    1
 2015 2282    1
 2016 2043    0
 2017 1953    0
 2018 1961    0
