Year   Moose  Wolves
 1959  678   20
 1960  741   22
 1961  801   23
 1962  845   25
 1963  899   27
 1964  954   31
 1965 1008   30
 1966 1125   25
 1967 1272   24
 1968 1386   22
 1969 1591   21
 1970 1796   23
 1971 2102   22
 1972 2052   22
 1973 1855   23
 1974 1757   24
 1975 1599   23
 1976 1452   21
 1977 1490   19
 1978 1915   19
 1979 2302   18
 1980 2090   15
 1981 1896   16
 1982 1834   14
 1983 1835   12
 1984 1867   12
 1985 1910   10
 1986 2456    9
 1987 2285   11
 1988 2035   15
 1989 1932   16
 1990 1907   20
 1991 1817   23
 1992 1731   21
 1993 1641   22
 1994 2111   24
 1995 1942   30
 1996 1652   30
 1997 1532   31
 1998 1386   29
 1999 1344   24
 2000 1240   22
 2001 1523   20
 2002 1882   17
 2003 2271   18
 2004 2198   16
 2005 2007   15
 2006 2009   14
 2007 2068   14
 2008 1946   13
 2009 1773    8
 2010 1864    9
 2011 2456    9
 2012 2364    9
 2013 2136   10
 2014 2038    9
 2015 2025    9
 2016 2020    7
 2017 2043    4
 2018 1795    5
