Year   Moose  Wolves
 1959  600   20
 1960  667   20
 1961  700   21
 1962  704   22
 1963  732   21
 1964  766   22
 1965  835   20
 1966  882   18
 1967  943   16
 1968 1027   14
 1969 1133   13
 1970 1328   11
 1971 1485   12
 1972 1700   12
 1973 2012   10
 1974 2345    8
 1975 2278    9
 1976 2089   11
 1977 1958   12
 1978 1899   13
 1979 1745   12
 1980 1498   10
 1981 1505   11
 1982 1923    8
 1983 2330    8
 1984 2153   10
 1985 1926   10
 1986 1835    9
 1987 1791    9
 1988 1794    7
 1989 1561    7
 1990 1590    8
 1991 2006    8
 1992 2411    7
 1993 2225    7
 1994 2012    8
 1995 1962    7
 1996 1931    8
 1997 1893    9
 1998 1658   12
 1999 1636   11
 2000 2052    9
 2001 2531    9
 2002 2286    8
 2003 2097    7
 2004 2066    9
 2005 2030    9
 2006 2032    8
 2007 1796    7
 2008 1876    7
 2009 2374    5
 2010 2176    4
 2011 1950    6
 2012 1885    8
 2013 1829    8
 2014 1784    7
 2015 1751    6
 2016 1792    8
 2017 2275    9
 2018 2017   11
