Year   Moose  Wolves
 1959  721   20
 1960  738   21
 1961  759   24
 1962  749   26
 1963  718   29
 1964  705   31
 1965  666   35
 1966  658   31
 1967  580   28
 1968  503   27
 1969  542   24
 1970  491   25
 1971  463   22
 1972  416   21
 1973  394   19
 1974  368   17
 1975  381   14
 1976  373   12
 1977  387    8
 1978  411    6
 1979  437    5
 1980  518    5
 1981  597    5
 1982  692    4
 1983  794    3
 1984  940    3
 1985 1086    2
 1986 1320    2
 1987 1576    2
 1988 1875    2
 1989 2244    2
 1990 2288    2
 1991 2149    2
 1992 2083    1
 1993 2025    0
 1994 1949    0
 1995 1798    0
 1996 1613    0
 1997 1690    0
 1998 2194    0
 1999 2119    0
 2000 1914    0
 2001 1798    0
 2002 1768    0
 2003 1723    0
 2004 1695    0
 2005 1784    0
 2006 2298    0
 2007 2228    0
 2008 2020    0
 2009 1907    0
 2010 1890    0
 2011 1889    0
 2012 1892    0
 2013 2010    0
 2014 2587    0
 2015 2402    0
 2016 2198    0
 2017 2075    0
 2018 2055    0
