Year   Moose  Wolves
 1959  637   20
 1960  673   21
 1961  696   21
 1962  740   21
 1963  719   20
 1964  790   22
 1965  798   20
 1966  820   16
 1967  884   15
 1968  944   13
 1969 1114   10
 1970 1254    6
 1971 1449    6
 1972 1713    4
 1973 2045    3
 1974 2433    3
 1975 2511    2
 1976 2326    1
 1977 2245    1
 1978 2183    1
 1979 2094    1
 1980 1938    1
 1981 1742    0
 1982 1422    0
 1983 1305    0
 1984 1359    0
 1985 1771    0
 1986 2157    0
 1987 2055    0
 1988 1869    0
 1989 1767    0
 1990 1737    0
 1991 1780    0
 1992 1884    0
 1993 2429    0
 1994 2237    0
 1995 1976    0
 1996 1868    0
 1997 1836    0
 1998 1828    0
 1999 1811    0
 2000 1917    0
 2001 2540    0
 2002 2398    0
 2003 2191    0
 2004 2129    0
 2005 2115    0
 2006 2129    0
 2007 2121    0
 2008 1818    0
 2009 1421    0
 2010 1260    0
 2011 1153    0
 2012 1063    0
 2013 1142    0
 2014 1464    0
 2015 1787    0
 2016 2133    0
 2017 2053    0
 2018 1917    0
