Year   Moose  Wolves
 1959  667   20
 1960  659   23
 1961  630   26
 1962  556   27
 1963  490   26
 1964  451   23
 1965  412   22
 1966  374   18
 1967  340   16
 1968  335   12
 1969  335   12
 1970  315   10
 1971  303    8
 1972  307    7
 1973  326    4
 1974  374    4
 1975  418    4
 1976  466    3
 1977  557    2
 1978  668    1
 1979  799    1
 1980  948    1
 1981 1134    1
 1982 1352    1
 1983 1600    1
 1984 1932    0
 1985 2334    0
 1986 2374    0
 1987 2217    0
 1988 2120    0
 1989 2048    0
 1990 1954    0
 1991 1803    0
 1992 1596    0
 1993 1328    0
 1994 1377    0
 1995 1783    0
 1996 2213    0
 1997 2087    0
 1998 1912    0
 1999 1839    0
 2000 1819    0
 2001 1834    0
 2002 1970    0
 2003 2616    0
 2004 2395    0
 2005 2153    0
 2006 2054    0
 2007 2032    0
 2008 2006    0
 2009 2023    0
 2010 1739    0
 2011 1828    0
 2012 2424    0
 2013 2362    0
 2014 2104    0
 2015 2028    0
 2016 2019    0
 2017 1985    0
 2018 1994    0
