Year   Moose  Wolves
 1959  650   20
 1960  646   21
 1961  650   22
 1962  652   23
 1963  632   22
 1964  685   23
 1965  696   23
 1966  713   23
 1967  771   18
 1968  829   21
 1969  894   16
 1970 1004   14
 1971 1153   14
 1972 1309   14
 1973 1513   14
 1974 1783   14
 1975 2063   13
 1976 2345   10
 1977 2340    9
 1978 2128    9
 1979 2026   10
 1980 1913   10
 1981 1762    9
 1982 1586    8
 1983 1357    6
 1984 1393    8
 1985 1737    8
 1986 2087    5
 1987 2455    5
 1988 2248    5
 1989 2059    5
 1990 2011    5
 1991 1984    3
 1992 1843    3
 1993 1626    3
 1994 1696    4
 1995 2181    2
 1996 2080    2
 1997 1853    2
 1998 1768    2
 1999 1753    2
 2000 1736    2
 2001 1858    1
 2002 2430    1
 2003 2303    1
 2004 2093    1
 2005 2018    1
 2006 2020    0
 2007 2034    0
 2008 2037    0
 2009 2187    0
 2010 2097    0
 2011 1863    0
 2012 1760    0
 2013 1776    0
 2014 1749    0
 2015 1896    0
 2016 2521    0
 2017 2383    0
 2018 2139    0
