Year   Moose  Wolves
 1959  677   20
 1960  699   20
 1961  744   22
 1962  747   23
 1963  758   25
 1964  829   26
 1965  863   24
 1966  933   25
 1967 1012   26
 1968 1051   27
 1969 1170   27
 1970 1295   25
 1971 1375   20
 1972 1569   18
 1973 1814   17
 1974 2098   15
 1975 2402   14
 1976 2304   11
 1977 2117   11
 1978 2014    7
 1979 1900    6
 1980 1771    4
 1981 1601    4
 1982 1434    4
 1983 1487    6
 1984 1852    7
 1985 2219    7
 1986 2098    7
 1987 1892    7
 1988 1817    5
 1989 1741    4
 1990 1721    3
 1991 1823    4
 1992 2377    4
 1993 2162    4
 1994 1923    4
 1995 1851    4
 1996 1862    3
 1997 1849    3
 1998 1832    3
 1999 1926    3
 2000 2482    4
 2001 2276    3
 2002 2067    2
 2003 1968    2
 2004 1954    3
 2005 1945    2
 2006 1915    2
 2007 1989    2
 2008 2555    2
 2009 2369    2
 2010 2120    2
 2011 2041    2
 2012 2039    1
 2013 2026    1
 2014 2038    0
 2015 1768    0
 2016 1851    0
 2017 2392    0
 2018 2320    0
