Year   Moose  Wolves
 1959  689   20
 1960  718   22
 1961  750   22
 1962  819   24
 1963  853   26
 1964  873   28
 1965  924   28
 1966 1008   28
 1967 1041   23
 1968 1090   20
 1969 1201   18
 1970 1324   16
 1971 1551   15
 1972 1788   11
 1973 2067   11
 1974 2432    8
 1975 2432    5
 1976 2250    3
 1977 2154    3
 1978 2055    2
 1979 1938    1
 1980 1821    1
 1981 1613    1
 1982 1308    0
 1983 1387    0
 1984 1821    0
 1985 2250    0
 1986 2139    0
 1987 1964    0
 1988 1895    0
 1989 1905    0
 1990 1902    0
 1991 1725    0
 1992 1830    0
 1993 2363    0
 1994 2215    0
 1995 2020    0
 1996 1924    0
 1997 1875    0
 1998 1901    0
 1999 1891    0
 2000 1991    0
 2001 2597    0
 2002 2417    0
 2003 2200    0
 2004 2126    0
 2005 2138    0
 2006 2137    0
 2007 2184    0
 2008 1894    0
 2009 1509    0
 2010 1353    0
 2011 1293    0
 2012 1172    0
 2013 1246    0
 2014 1665    0
 2015 2053    0
 2016 2410    0
 2017 2306    0
 2018 2158    0
