Year   Moose  Wolves
 1959  544   20
 1960  570   23
 1961  508   23
 1962  536   27
 1963  580   32
 1964  542   33
 1965  471   32
 1966  473   30
 1967  370   27
 1968  333   25
 1969  292   21
 1970  217   19
 1971  176   14
 1972  134   13
 1973   89   11
 1974   66    7
 1975   45    4
 1976   38    3
 1977   37    3
 1978   30    2
 1979   33    1
 1980   32    0
 1981   38    0
 1982   47    0
 1983   58    0
 1984   66    0
 1985   73    0
 1986   89    0
 1987  104    0
 1988  117    0
 1989  140    0
 1990  165    0
 1991  199    0
 1992  244    0
 1993  288    0
 1994  354    0
 1995  420    0
 1996  489    0
 1997  592    0
 1998  716    0
 1999  883    0
 2000 1059    0
 2001 1302    0
 2002 1574    0
 2003 1933    0
 2004 2327    0
 2005 2397    0
 2006 2277    0
 2007 2190    0
 2008 2114    0
 2009 2034    0
 2010 1870    0
 2011 1639    0
 2012 1336    0
 2013 1215    0
 2014 1284    0
 2015 1686    0
 2016 2069    0
 2017 2464    0
 2018 2329    0
