Year   Moose  Wolves
 1959  652   20
 1960  685   20
 1961  718   20
 1962  723   23
 1963  762   24
 1964  763   19
 1965  785   15
 1966  847   11
 1967  943   10
 1968 1044    9
 1969 1152    7
 1970 1328    6
 1971 1560    3
 1972 1862    2
 1973 2269    0
 1974 2318    0
 1975 2189    0
 1976 2123    0
 1977 2054    0
 1978 1940    0
 1979 1791    0
 1980 1579    0
 1981 1367    0
 1982 1442    0
 1983 1848    0
 1984 2271    0
 1985 2123    0
 1986 1925    0
 1987 1858    0
 1988 1830    0
 1989 1823    0
 1990 1693    0
 1991 1781    0
 1992 2331    0
 1993 2268    0
 1994 2065    0
 1995 1971    0
 1996 1954    0
 1997 1961    0
 1998 1956    0
 1999 2078    0
 2000 2728    0
 2001 2538    0
 2002 2287    0
 2003 2170    0
 2004 2154    0
 2005 2149    0
 2006 2158    0
 2007 1849    0
 2008 1477    0
 2009 1322    0
 2010 1232    0
 2011 1144    0
 2012 1204    0
 2013 1604    0
 2014 2001    0
 2015 2339    0
 2016 2271    0
 2017 2142    0
 2018 2132    0
