Year   Moose  Wolves
 1959  801   20
 1960  811   21
 1961  871   21
 1962  908   19
 1963  962   21
 1964 1052   20
 1965 1101   18
 1966 1198   15
 1967 1354   17
 1968 1517   15
 1969 1776   13
 1970 2057   17
 1971 2418   15
 1972 2309   17
 1973 2125   16
 1974 2011   18
 1975 1854   20
 1976 1648   21
 1977 1379   27
 1978 1128   27
 1979 1000   22
 1980 1147   25
 1981 1282   25
 1982 1427   28
 1983 1568   29
 1984 1680   29
 1985 1897   29
 1986 2155   28
 1987 2084   32
 1988 1786   28
 1989 1613   31
 1990 1442   29
 1991 1270   24
 1992 1145   21
 1993 1326   22
 1994 1500   20
 1995 1763   17
 1996 2030   15
 1997 2301   13
 1998 2202   12
 1999 2068    9
 2000 1960    8
 2001 1779    7
 2002 1621    6
 2003 1437    7
 2004 1476    9
 2005 1821    7
 2006 2180    5
 2007 1992    5
 2008 1822    4
 2009 1760    6
 2010 1751    5
 2011 1756    5
 2012 1839    5
 2013 2376    5
 2014 2163    5
 2015 1900    7
 2016 1818    5
 2017 1783    5
 2018 1748    5
