Year   Moose  Wolves
 1959  741   20
 1960  854   21
 1961  869   26
 1962  886   28
 1963  909   28
 1964  950   29
 1965 1004   29
 1966 1007   26
 1967 1075   26
 1968 1192   25
 1969 1287   26
 1970 1382   27
 1971 1529   26
 1972 1661   22
 1973 1895   20
 1974 2185   19
 1975 2070   18
 1976 1875   15
 1977 1769   14
 1978 1652   15
 1979 1500   13
 1980 1512    9
 1981 1891    7
 1982 2279    3
 1983 2100    2
 1984 1898    2
 1985 1841    1
 1986 1857    1
 1987 1883    0
 1988 2011    0
 1989 2591    0
 1990 2296    0
 1991 2085    0
 1992 2031    0
 1993 2062    0
 1994 2049    0
 1995 2051    0
 1996 2184    0
 1997 2012    0
 1998 1797    0
 1999 1692    0
 2000 1639    0
 2001 1606    0
 2002 1749    0
 2003 2260    0
 2004 2107    0
 2005 1876    0
 2006 1799    0
 2007 1774    0
 2008 1789    0
 2009 1764    0
 2010 1870    0
 2011 2462    0
 2012 2311    0
 2013 2060    0
 2014 2011    0
 2015 1999    0
 2016 1998    0
 2017 2009    0
 2018 2119    0
