Year   Moose  Wolves
 1959  793   20
 1960  841   21
 1961  878   22
 1962  867   22
 1963  879   19
 1964  924   21
 1965  952   24
 1966  975   23
 1967 1065   21
 1968 1107   23
 1969 1249   22
 1970 1437   23
 1971 1528   27
 1972 1683   29
 1973 1871   30
 1974 2091   34
 1975 2372   33
 1976 2236   28
 1977 1985   27
 1978 1856   27
 1979 1636   30
 1980 1376   27
 1981 1122   26
 1982  924   21
 1983 1047   18
 1984 1141   19
 1985 1271   18
 1986 1477   20
 1987 1565   17
 1988 1712   16
 1989 1991   14
 1990 2323   14
 1991 2222   12
 1992 1965   11
 1993 1821   11
 1994 1721   11
 1995 1570   10
 1996 1400    8
 1997 1443    8
 1998 1824    8
 1999 2189   10
 2000 1996    8
 2001 1849    5
 2002 1809    5
 2003 1786    3
 2004 1775    2
 2005 1870    2
 2006 2435    2
 2007 2260    2
 2008 2015    2
 2009 1924    2
 2010 1927    1
 2011 1924    0
 2012 1938    0
 2013 2042    0
 2014 2665    0
 2015 2459    0
 2016 2221    0
 2017 2120    0
 2018 2108    0
