Year   Moose  Wolves
 1959  659   20
 1960  679   23
 1961  676   22
 1962  669   23
 1963  733   24
 1964  765   24
 1965  817   21
 1966  918   18
 1967 1012   19
 1968 1124   19
 1969 1307   14
 1970 1530   11
 1971 1763    9
 1972 2093    7
 1973 2474    7
 1974 2397    5
 1975 2210    5
 1976 2128    6
 1977 1997    7
 1978 1818    6
 1979 1654    5
 1980 1413    2
 1981 1146    2
 1982 1191    2
 1983 1523    2
 1984 1851    1
 1985 2109    1
 1986 1978    0
 1987 1807    0
 1988 1800    0
 1989 1827    0
 1990 1686    0
 1991 1804    0
 1992 2383    0
 1993 2242    0
 1994 2068    0
 1995 1982    0
 1996 1963    0
 1997 1974    0
 1998 2000    0
 1999 2122    0
 2000 1990    0
 2001 1798    0
 2002 1707    0
 2003 1664    0
 2004 1623    0
 2005 1710    0
 2006 2297    0
 2007 2161    0
 2008 1936    0
 2009 1878    0
 2010 1875    0
 2011 1871    0
 2012 1881    0
 2013 2008    0
 2014 2600    0
 2015 2421    0
 2016 2184    0
 2017 2096    0
 2018 2076    0
