Year   Moose  Wolves
 1959  777   20
 1960  802   27
 1961  757   29
 1962  732   36
 1963  746   34
 1964  704   38
 1965  609   39
 1966  553   35
 1967  475   32
 1968  413   29
 1969  398   28
 1970  365   23
 1971  324   20
 1972  275   16
 1973  260   11
 1974  246   12
 1975  266   10
 1976  269    8
 1977  275    6
 1978  332    5
 1979  388    5
 1980  423    5
 1981  484    5
 1982  593    6
 1983  685    7
 1984  794    5
 1985  923    3
 1986 1116    3
 1987 1328    2
 1988 1592    2
 1989 1908    2
 1990 2300    2
 1991 2343    3
 1992 2183    3
 1993 2085    3
 1994 1991    3
 1995 1865    3
 1996 1690    3
 1997 1521    3
 1998 1567    3
 1999 2006    3
 2000 2447    3
 2001 2272    4
 2002 2066    3
 2003 1982    3
 2004 1942    3
 2005 1950    1
 2006 1779    1
 2007 1863    1
 2008 2413    1
 2009 2295    1
 2010 2059    0
 2011 2003    0
 2012 2013    0
 2013 2031    0
 2014 2033    0
 2015 2188    0
 2016 2060    0
 2017 1820    0
 2018 1718    0
