Year   Moose  Wolves
 1959  582   20
 1960  585   20
 1961  613   19
 1962  609   19
 1963  613   19
 1964  643   21
 1965  620   19
 1966  601   17
 1967  613   14
 1968  649   11
 1969  704   14
 1970  770   12
 1971  818   10
 1972  953   11
 1973 1056   10
 1974 1186   10
 1975 1380    9
 1976 1607    9
 1977 1916    9
 1978 2288   12
 1979 2280   11
 1980 2086   11
 1981 2030    8
 1982 1953    9
 1983 1811    8
 1984 1635    8
 1985 1712    7
 1986 2236    7
 1987 2143    6
 1988 1886    5
 1989 1789    4
 1990 1723    2
 1991 1711    2
 1992 1699    2
 1993 1782    2
 1994 2298    1
 1995 2137    1
 1996 1906    1
 1997 1848    1
 1998 1827    0
 1999 1803    0
 2000 1806    0
 2001 1917    0
 2002 2507    0
 2003 2307    0
 2004 2090    0
 2005 2021    0
 2006 2065    0
 2007 2082    0
 2008 2078    0
 2009 2208    0
 2010 2032    0
 2011 1841    0
 2012 1741    0
 2013 1717    0
 2014 1656    0
 2015 1785    0
 2016 2348    0
 2017 2179    0
 2018 1959    0
