Year   Moose  Wolves
 1959  709   20
 1960  725   23
 1961  680   28
 1962  691   27
 1963  675   24
 1964  649   26
 1965  679   24
 1966  644   25
 1967  669   22
 1968  688   23
 1969  755   27
 1970  775   26
 1971  827   25
 1972  829   25
 1973  911   25
 1974 1021   25
 1975 1097   33
 1976 1143   34
 1977 1217   36
 1978 1370   33
 1979 1490   33
 1980 1609   29
 1981 1797   28
 1982 2030   27
 1983 2286   27
 1984 2175   27
 1985 1903   26
 1986 1758   25
 1987 1532   23
 1988 1305   22
 1989 1078   19
 1990  971   19
 1991 1117   19
 1992 1318   19
 1993 1499   20
 1994 1664   20
 1995 1829   20
 1996 2063   19
 1997 2400   18
 1998 2351   21
 1999 2101   19
 2000 1913   17
 2001 1781   16
 2002 1624   15
 2003 1437   15
 2004 1155   16
 2005 1107   17
 2006 1294   17
 2007 1495   18
 2008 1674   20
 2009 1807   17
 2010 2044   18
 2011 2325   17
 2012 2299   17
 2013 2066   14
 2014 1944   15
 2015 1785   16
 2016 1617   14
 2017 1408   12
 2018 1458   11
