Year   Moose  Wolves
 1959  591   20
 1960  591   22
 1961  575   23
 1962  577   27
 1963  562   33
 1964  488   32
 1965  465   28
 1966  392   25
 1967  415   23
 1968  429   20
 1969  387   22
 1970  399   20
 1971  363   17
 1972  375   18
 1973  347   18
 1974  300   16
 1975  301   13
 1976  307   13
 1977  293   12
 1978  298    8
 1979  330    8
 1980  357    6
 1981  385    6
 1982  438    6
 1983  490    4
 1984  577    3
 1985  683    3
 1986  808    3
 1987  959    2
 1988 1130    1
 1989 1388    0
 1990 1682    0
 1991 2067    0
 1992 2508    0
 1993 2534    0
 1994 2388    0
 1995 2303    0
 1996 2220    0
 1997 2089    0
 1998 1917    0
 1999 1637    0
 2000 1327    0
 2001 1171    0
 2002 1242    0
 2003 1612    0
 2004 1992    0
 2005 2382    0
 2006 2316    0
 2007 2159    0
 2008 2198    0
 2009 2242    0
 2010 2115    0
 2011 1921    0
 2012 1686    0
 2013 1381    0
 2014 1259    0
 2015 1153    0
 2016 1238    0
 2017 1634    0
 2018 2012    0
