Year   Moose  Wolves
 1959  681   20
 1960  714   23
 1961  745   27
 1962  695   26
 1963  703   23
 1964  691   23
 1965  711   22
 1966  756   21
 1967  760   21
 1968  737   20
 1969  795   20
 1970  877   18
 1971  979   18
 1972 1073   20
 1973 1182   18
 1974 1301   20
 1975 1421   20
 1976 1540   21
 1977 1700   25
 1978 1805   23
 1979 2003   18
 1980 2302   16
 1981 2166   16
 1982 1949   14
 1983 1809   11
 1984 1673   10
 1985 1518    9
 1986 1351    9
 1987 1340    8
 1988 1706    7
 1989 2031    6
 1990 2372    4
 1991 2234    5
 1992 2047    5
 1993 2025    5
 1994 2038    5
 1995 1884    6
 1996 1655    5
 1997 1707    5
 1998 2178    5
 1999 2085    3
 2000 1885    3
 2001 1768    3
 2002 1743    3
 2003 1690    2
 2004 1792    2
 2005 2361    2
 2006 2129    0
 2007 1916    0
 2008 1836    0
 2009 1822    0
 2010 1837    0
 2011 1864    0
 2012 1971    0
 2013 2541    0
 2014 2384    0
 2015 2162    0
 2016 2086    0
 2017 2050    0
 2018 2043    0
