Year   Moose  Wolves
 1959  644   20
 1960  681   20
 1961  689   21
 1962  751   20
 1963  813   22
 1964  880   19
 1965  936   19
 1966 1050   17
 1967 1170   20
 1968 1259   21
 1969 1394   24
 1970 1525   20
 1971 1742   18
 1972 2015   20
 1973 2329   19
 1974 2258   19
 1975 2059   19
 1976 1931   18
 1977 1790   17
 1978 1630   20
 1979 1374   21
 1980 1301   18
 1981 1611   21
 1982 1895   22
 1983 2078   27
 1984 2347   28
 1985 2173   36
 1986 1896   37
 1987 1846   41
 1988 1517   40
 1989 1160   37
 1990  867   31
 1991  755   31
 1992  627   28
 1993  625   30
 1994  645   26
 1995  691   27
 1996  697   22
 1997  744   20
 1998  736   18
 1999  836   19
 2000  903   19
 2001 1003   22
 2002 1101   22
 2003 1173   23
 2004 1337   27
 2005 1506   25
 2006 1706   23
 2007 1976   21
 2008 2322   27
 2009 2240   31
 2010 2006   28
 2011 1829   26
 2012 1603   27
 2013 1444   24
 2014 1181   24
 2015 1051   21
 2016 1211   19
 2017 1415   21
 2018 1620   20
