Year   Moose  Wolves
 1959  705   20
 1960  772   23
 1961  824   23
 1962  911   22
 1963 1027   27
 1964 1117   32
 1965 1253   30
 1966 1374   30
 1967 1536   28
 1968 1735   28
 1969 2003   23
 1970 2295   20
 1971 2250   17
 1972 2046   19
 1973 1946   21
 1974 1783   22
 1975 1598   25
 1976 1437   24
 1977 1455   20
 1978 1767   19
 1979 2135   17
 1980 1992   20
 1981 1733   23
 1982 1662   24
 1983 1540   24
 1984 1529   21
 1985 1506   18
 1986 1929   16
 1987 2295   13
 1988 2131   13
 1989 1919   13
 1990 1856   13
 1991 1844   13
 1992 1859    9
 1993 1684    6
 1994 1772    5
 1995 2353    7
 1996 2235    8
 1997 1997    6
 1998 1930    4
 1999 1948    4
 2000 1966    5
 2001 1974    5
 2002 2108    5
 2003 2089    6
 2004 1803    7
 2005 1677    7
 2006 1624    6
 2007 1597    4
 2008 1713    3
 2009 2255    3
 2010 2193    3
 2011 1961    4
 2012 1902    4
 2013 1881    3
 2014 1893    2
 2015 1931    2
 2016 2086    1
 2017 2777    1
 2018 2608    1
