Year   Moose  Wolves
 1959  536   20
 1960  561   20
 1961  599   20
 1962  663   26
 1963  688   25
 1964  804   27
 1965  895   24
 1966 1006   23
 1967 1154   21
 1968 1358   20
 1969 1541   16
 1970 1801   15
 1971 2123   15
 1972 2120   14
 1973 1943   10
 1974 1873    8
 1975 1800    8
 1976 1709    7
 1977 1608    6
 1978 1691    7
 1979 2227    7
 1980 2188    6
 1981 1977    5
 1982 1865    7
 1983 1829    7
 1984 1799    7
 1985 1784    6
 1986 1829    6
 1987 2455    7
 1988 2352    7
 1989 2111    7
 1990 2020    7
 1991 1993    5
 1992 2042    5
 1993 2038    7
 1994 1768    8
 1995 1859    6
 1996 2407    5
 1997 2350    5
 1998 2113    5
 1999 2000    5
 2000 1991    6
 2001 1977    6
 2002 1984    4
 2003 1739    6
 2004 1817    6
 2005 2404    4
 2006 2396    4
 2007 2171    3
 2008 2084    3
 2009 2067    3
 2010 2090    3
 2011 2121    2
 2012 1886    2
 2013 1537    1
 2014 1383    0
 2015 1279    0
 2016 1199    0
 2017 1287    0
 2018 1679    0
