Year   Moose  Wolves
 1959  673   20
 1960  733   19
 1961  740   19
 1962  763   22
 1963  823   23
 1964  912   22
 1965 1014   20
 1966 1132   18
 1967 1285   18
 1968 1444   18
 1969 1606   18
 1970 1844   17
 1971 2085   17
 1972 2448   16
 1973 2304   14
 1974 2106    9
 1975 1997    8
 1976 1876   11
 1977 1711   10
 1978 1531    9
 1979 1274    8
 1980 1317    7
 1981 1662    7
 1982 1985    7
 1983 2329    7
 1984 2145    6
 1985 1965    6
 1986 1939    5
 1987 1912    4
 1988 1740    3
 1989 1550    3
 1990 1618    3
 1991 2115    3
 1992 1978    2
 1993 1773    2
 1994 1710    2
 1995 1696    4
 1996 1676    2
 1997 1799    2
 1998 2344    2
 1999 2079    2
 2000 1864    2
 2001 1809    2
 2002 1773    2
 2003 1774    2
 2004 1866    2
 2005 2426    1
 2006 2277    1
 2007 2036    1
 2008 1971    0
 2009 1996    0
 2010 2026    0
 2011 2019    0
 2012 2160    0
 2013 2064    0
 2014 1857    0
 2015 1734    0
 2016 1679    0
 2017 1642    0
 2018 1740    0
